participant_count,mean_total_videos,mean_total_view_sec,mean_mean_view_sec,mean_completion_rate,mean_completion_rate_percent,mean_early_skip_rate,mean_early_skip_rate_percent,mean_switch_per_min,mean_view_sec_var,mean_max_consecutive_skip,mean_late_skip_increase,mean_late_skip_increase_percent,mean_session_minutes,mean_unique_category_count,mean_top_category_rate,mean_top_category_rate_percent,mean_top_view_time_category_rate,mean_top_view_time_category_rate_percent
26,65.57692307692308,444.3954486110811,7.3883626947609775,0.44509477184285307,44.50947718428531,0.21082385457298988,21.082385457298987,6.363152924054845,37.172055568509506,2.8846153846153846,0.05900217950363714,5.900217950363714,10.13845705128205,11.23076923076923,0.4037969568188476,40.37969568188476,0.4149175214428599,41.49175214428599
